,id,municipio,pib,populacao
593,3150703,Pirajuba,62212.95,5814.0
594,3150802,Piranga,11347.31,17358.0
595,3150901,Piranguçu,14238.45,6320.0
596,3151008,Piranguinho,15671.86,9518.0
597,3151107,Pirapetinga,59224.34,11454.0
598,3151206,Pirapora,50580.69,57713.0
599,3151305,Piraúba,18697.86,12006.0
600,3151404,Pitangui,26073.15,27834.0
601,3151503,Piumhi,36452.59,38007.0
602,3151602,Planura,46149.3,11533.0
603,3151701,Poço Fundo,23897.47,16824.0
604,3151800,Poços de Caldas,50234.29,172339.0
605,3151909,Pocrane,14686.18,8438.0
606,3152006,Pompéu,36287.11,32441.0
607,3152105,Ponte Nova,35748.11,59638.0
608,3152131,Ponto Chique,12096.62,3797.0
609,3152170,Ponto dos Volantes,10016.81,11059.0
610,3152204,Porteirinha,13931.71,38692.0
611,3152303,Porto Firme,11411.12,10840.0
612,3152402,Poté,10122.67,13649.0
613,3152501,Pouso Alegre,69478.81,162133.0
614,3152600,Pouso Alto,47333.42,6779.0
615,3152709,Prados,25109.69,9369.0
616,3152808,Prata,45907.1,29745.0
617,3152907,Pratápolis,26805.27,8534.0
618,3153004,Pratinha,42299.41,3691.0
619,3153103,Presidente Bernardes,12740.53,4847.0
620,3153202,Presidente Juscelino,13744.52,3471.0
621,3153301,Presidente Kubitschek,12064.56,3162.0
622,3153400,Presidente Olegário,37169.17,19192.0
623,3153509,Alto Jequitibá,15158.56,8606.0
624,3153608,Prudente de Morais,18583.47,12052.0
625,3153707,Quartel Geral,21546.08,3232.0
626,3153806,Queluzito,20557.6,1796.0
627,3153905,Raposos,11738.63,16796.0
628,3154002,Raul Soares,17893.53,23874.0
629,3154101,Recreio,11720.36,11383.0
630,3154150,Reduto,16727.6,8246.0
631,3154200,Resende Costa,17924.97,11544.0
632,3154309,Resplendor,15972.45,17629.0
633,3154408,Ressaquinha,77296.87,4640.0
634,3154457,Riachinho,19338.76,6830.0
635,3154507,Riacho dos Machados,56250.5,8858.0
636,3154606,Ribeirão das Neves,15177.16,346971.0
637,3154705,Ribeirão Vermelho,25941.3,4217.0
638,3154804,Rio Acima,44894.6,10698.0
639,3154903,Rio Casca,17735.11,12851.0
640,3155009,Rio Doce,19723.72,2545.0
641,3155108,Rio do Prado,10293.72,4649.0
642,3155207,Rio Espera,11179.64,5447.0
643,3155306,Rio Manso,19200.76,5746.0
644,3155405,Rio Novo,13398.92,8683.0
645,3155504,Rio Paranaíba,73353.29,15297.0
646,3155603,Rio Pardo de Minas,11082.95,29103.0
647,3155702,Rio Piracicaba,93493.98,15036.0
648,3155801,Rio Pomba,23182.02,17885.0
649,3155900,Rio Preto,12594.6,5235.0
650,3156007,Rio Vermelho,11141.09,12770.0
651,3156106,Ritápolis,19986.09,5122.0
652,3156205,Rochedo de Minas,49137.34,2374.0
653,3156304,Rodeiro,66014.18,9168.0
654,3156403,Romaria,77429.93,3430.0
655,3156452,Rosário da Limeira,14573.75,4926.0
656,3156502,Rubelita,14277.94,5460.0
657,3156601,Rubim,10879.32,10602.0
658,3156700,Sabará,30474.48,134576.0
659,3156809,Sabinópolis,21787.62,14309.0
660,3156908,Sacramento,78738.77,28076.0
661,3157005,Salinas,15942.32,41736.0
662,3157104,Salto da Divisa,18829.72,6126.0
663,3157203,Santa Bárbara,51093.18,31916.0
664,3157252,Santa Bárbara do Leste,13595.98,8785.0
665,3157278,Santa Bárbara do Monte Verde,17510.49,3218.0
666,3157302,Santa Bárbara do Tugúrio,16098.97,4245.0
667,3157336,Santa Cruz de Minas,11867.33,8339.0
668,3157377,Santa Cruz de Salinas,12029.68,3919.0
669,3157401,Santa Cruz do Escalvado,16399.94,4728.0
670,3157500,Santa Efigênia de Minas,11717.67,4038.0
671,3157609,Santa Fé de Minas,15749.38,3528.0
672,3157658,Santa Helena de Minas,9046.39,6056.0
673,3157708,Santa Juliana,59355.88,16820.0
674,3157807,Santa Luzia,23863.19,230382.0
675,3157906,Santa Margarida,21598.4,16989.0
676,3158003,Santa Maria de Itabira,24757.78,10718.0
677,3158102,Santa Maria do Salto,9608.97,4777.0
678,3158201,Santa Maria do Suaçuí,11695.78,12817.0
679,3158300,Santana da Vargem,34469.93,6756.0
680,3158409,Santana de Cataguases,12773.83,3548.0
681,3158508,Santana de Pirapama,15479.54,7030.0
682,3158607,Santana do Deserto,11889.16,3815.0
683,3158706,Santana do Garambéu,15700.64,2171.0
684,3158805,Santana do Jacaré,21867.84,4246.0
685,3158904,Santana do Manhuaçu,21922.2,9264.0
686,3158953,Santana do Paraíso,20818.42,49025.0
687,3159001,Santana do Riacho,23947.0,5654.0
688,3159100,Santana dos Montes,13286.87,3490.0
689,3159209,Santa Rita de Caldas,25612.88,8561.0
690,3159308,Santa Rita de Jacutinga,15448.41,4826.0
691,3159357,Santa Rita de Minas,20733.84,6969.0
692,3159407,Santa Rita de Ibitipoca,18272.52,3331.0
693,3159506,Santa Rita do Itueto,33004.29,5984.0
694,3159605,Santa Rita do Sapucaí,43969.93,42517.0
695,3159704,Santa Rosa da Serra,30331.26,3487.0
696,3159803,Santa Vitória,40140.53,21914.0
697,3159902,Santo Antônio do Amparo,18956.63,17657.0
698,3160009,Santo Antônio do Aventureiro,18856.11,3896.0
699,3160108,Santo Antônio do Grama,22189.15,4352.0
700,3160207,Santo Antônio do Itambé,11880.62,3969.0
701,3160306,Santo Antônio do Jacinto,9900.93,10324.0
702,3160405,Santo Antônio do Monte,29473.46,28456.0
703,3160454,Santo Antônio do Retiro,9670.55,6729.0
704,3160504,Santo Antônio do Rio Abaixo,16228.63,1856.0
705,3160603,Santo Hipólito,16491.4,2692.0
706,3160702,Santos Dumont,23793.1,43218.0
707,3160801,São Bento Abade,16505.34,4846.0
708,3160900,São Brás do Suaçuí,21354.17,4161.0
709,3160959,São Domingos das Dores,16117.24,5793.0
710,3161007,São Domingos do Prata,18125.06,17783.0
711,3161056,São Félix de Minas,13087.33,3244.0
712,3161106,São Francisco,11446.32,54223.0
713,3161205,São Francisco de Paula,23108.24,6281.0
714,3161304,São Francisco de Sales,30763.55,5858.0
715,3161403,São Francisco do Glória,15251.54,4848.0
716,3161502,São Geraldo,20738.3,10524.0
717,3161601,São Geraldo da Piedade,11611.66,3200.0
718,3161650,São Geraldo do Baixio,12169.53,3158.0
719,3161700,São Gonçalo do Abaeté,38182.29,7515.0
720,3161809,São Gonçalo do Pará,24361.9,12275.0
721,3161908,São Gonçalo do Rio Abaixo,684168.71,12475.0
722,3162005,São Gonçalo do Sapucaí,38470.78,24497.0
723,3162104,São Gotardo,32960.88,43851.0
724,3162203,São João Batista do Glória,35560.06,7959.0
725,3162252,São João da Lagoa,12208.13,4962.0
726,3162302,São João da Mata,20081.08,3012.0
727,3162401,São João da Ponte,10741.62,24197.0
728,3162450,São João das Missões,6983.08,13547.0
729,3162500,São João del Rei,33059.97,94468.0
730,3162559,São João do Manhuaçu,15536.64,11676.0
731,3162575,São João do Manteninha,13597.23,5479.0
732,3162609,São João do Oriente,13780.13,7099.0
733,3162658,São João do Pacuí,9974.47,4050.0
734,3162708,São João do Paraíso,11979.66,24706.0
735,3162807,São João Evangelista,16059.13,15613.0
736,3162906,São João Nepomuceno,19084.4,26529.0
737,3162922,São Joaquim de Bicas,33134.13,37017.0
738,3162948,São José da Barra,118358.54,8145.0
739,3162955,São José da Lapa,25528.59,28087.0
740,3163003,São José da Safira,11549.69,3849.0
741,3163102,São José da Varginha,22210.65,4698.0
742,3163201,São José do Alegre,13723.34,4252.0
743,3163300,São José do Divino,13774.55,3482.0
744,3163409,São José do Goiabal,12581.76,5482.0
745,3163508,São José do Jacuri,15589.16,6282.0
746,3163607,São José do Mantimento,15659.26,2844.0
747,3163706,São Lourenço,25310.43,46868.0
748,3163805,São Miguel do Anta,15122.87,6410.0
749,3163904,São Pedro da União,32471.15,4973.0
750,3164001,São Pedro dos Ferros,17606.8,7132.0
751,3164100,São Pedro do Suaçuí,15850.23,5143.0
752,3164209,São Romão,19123.79,10562.0
753,3164308,São Roque de Minas,45519.05,7370.0
754,3164407,São Sebastião da Bela Vista,79135.44,6778.0
755,3164431,São Sebastião da Vargem Alegre,21986.02,3239.0
756,3164472,São Sebastião do Anta,15565.34,6415.0
757,3164506,São Sebastião do Maranhão,10199.95,10218.0
758,3164605,São Sebastião do Oeste,85924.5,9527.0
759,3164704,São Sebastião do Paraíso,31099.51,75179.0
760,3164803,São Sebastião do Rio Preto,17571.23,1229.0
761,3164902,São Sebastião do Rio Verde,15800.11,2385.0
762,3165008,São Tiago,22414.96,11559.0
763,3165107,São Tomás de Aquino,27976.08,6837.0
764,3165206,São Tomé das Letras,19208.82,7107.0
765,3165305,São Vicente de Minas,26169.34,6928.0
766,3165404,Sapucaí-Mirim,15652.58,6469.0
767,3165503,Sardoá,10715.08,5140.0
768,3165537,Sarzedo,64346.33,39974.0
769,3165552,Setubinha,9820.38,9985.0
770,3165560,Sem-Peixe,14216.64,2420.0
771,3165578,Senador Amaral,16672.42,6517.0
772,3165602,Senador Cortes,19007.94,2335.0
773,3165701,Senador Firmino,13512.67,7977.0
774,3165800,Senador José Bento,24962.26,2149.0
775,3165909,Senador Modestino Gonçalves,22733.52,4006.0
776,3166006,Senhora de Oliveira,14013.7,5577.0
777,3166105,Senhora do Porto,14157.59,3066.0
778,3166204,Senhora dos Remédios,11053.0,10657.0
779,3166303,Sericita,14303.08,7552.0
780,3166402,Seritinga,24357.44,1866.0
781,3166501,Serra Azul de Minas,10499.95,3808.0
782,3166600,Serra da Saudade,28392.42,856.0
783,3166709,Serra dos Aimorés,10433.7,6859.0
784,3166808,Serra do Salitre,83678.44,12286.0
785,3166907,Serrania,21083.52,7811.0
786,3166956,Serranópolis de Minas,9813.13,4497.0
787,3167004,Serranos,19785.54,2036.0
788,3167103,Serro,13982.29,22624.0
789,3167202,Sete Lagoas,51894.81,238909.0
790,3167301,Silveirânia,15505.21,2399.0
791,3167400,Silvianópolis,22619.95,6348.0
792,3167509,Simão Pereira,39707.08,3084.0
793,3167608,Simonésia,14383.71,20431.0
794,3167707,Sobrália,12303.29,5140.0
795,3167806,Soledade de Minas,13150.84,5733.0
796,3167905,Tabuleiro,17915.28,4097.0
797,3168002,Taiobeiras,16085.74,34537.0
798,3168051,Taparuba,15864.94,3508.0
799,3168101,Tapira,140948.55,4215.0
800,3168200,Tapiraí,29984.35,1698.0
801,3168309,Taquaraçu de Minas,16000.68,4394.0
802,3168408,Tarumirim,13189.15,15104.0
803,3168507,Teixeiras,16380.33,12691.0
804,3168606,Teófilo Otoni,20893.97,142851.0
805,3168705,Timóteo,61482.0,84172.0
806,3168804,Tiradentes,25209.23,8056.0
807,3168903,Tiros,59641.82,8231.0
808,3169000,Tocantins,20853.44,16603.0
809,3169059,Tocos do Moji,17177.37,3894.0
810,3169109,Toledo,16912.97,7625.0
811,3169208,Tombos,17047.93,8653.0
812,3169307,Três Corações,36734.42,78291.0
813,3169356,Três Marias,95324.95,29985.0
814,3169406,Três Pontas,32896.24,57209.0
815,3169505,Tumiritinga,12198.83,5955.0
816,3169604,Tupaciguara,37169.53,26583.0
817,3169703,Turmalina,21879.01,20769.0
818,3169802,Turvolândia,27420.97,5097.0
819,3169901,Ubá,30288.91,107423.0
820,3170008,Ubaí,9258.29,11985.0
821,3170057,Ubaporanga,13424.24,13485.0
822,3170107,Uberaba,59943.87,356781.0
823,3170206,Uberlândia,61038.02,761835.0
824,3170305,Umburatiba,17107.6,2742.0
825,3170404,Unaí,50544.26,91320.0
826,3170438,União de Minas,30580.0,3818.0
827,3170479,Uruana de Minas,29820.95,3365.0
828,3170503,Urucânia,23226.29,10899.0
829,3170529,Urucuia,11061.34,18515.0
830,3170578,Vargem Alegre,11970.81,5800.0
831,3170602,Vargem Bonita,40894.45,2207.0
832,3170651,Vargem Grande do Rio Pardo,13504.4,4724.0
833,3170701,Varginha,58817.87,143676.0
834,3170750,Varjão de Minas,43704.06,7305.0
835,3170800,Várzea da Palma,26623.1,34555.0
836,3170909,Varzelândia,9704.8,19210.0
837,3171006,Vazante,56478.26,20459.0
838,3171030,Verdelândia,12118.32,7737.0
839,3171071,Veredinha,23208.11,5240.0
840,3171105,Veríssimo,41671.0,3478.0
841,3171154,Vermelho Novo,13235.02,5048.0
842,3171204,Vespasiano,22909.06,138583.0
843,3171303,Viçosa,22673.74,79517.0
844,3171402,Vieiras,14974.51,3781.0
845,3171501,Mathias Lobato,13915.37,3053.0
846,3171600,Virgem da Lapa,9585.82,11774.0
847,3171709,Virgínia,20855.96,9164.0
848,3171808,Virginópolis,17587.98,10511.0
849,3171907,Virgolândia,11818.51,4471.0
850,3172004,Visconde do Rio Branco,31179.87,40711.0
851,3172103,Volta Grande,26633.91,4441.0
852,3172202,Wenceslau Braz,13011.59,2377.0
